frame,throttle,vx,vy,r,up,left,right	
909,5.0000,0.0346,-18.7084,0.0004,1,0,0	
910,5.0000,0.0351,-19.4108,0.0003,1,0,0	
911,5.0000,0.0357,-20.1098,0.0003,1,0,0	
912,5.0000,0.0361,-20.8052,0.0003,1,0,0	
913,5.0000,0.0366,-21.4972,0.0003,1,0,0	
914,5.0000,0.0371,-22.1857,0.0003,1,0,0	
915,5.0000,0.0376,-22.8708,0.0003,1,0,0	
916,5.0000,0.0380,-23.5524,0.0003,1,0,0	
917,5.0000,0.0385,-24.2307,0.0003,1,0,0	
918,5.0000,0.0389,-24.9055,0.0003,1,0,0	
919,5.0000,0.0393,-25.5770,0.0003,1,0,0	
920,5.0000,0.0397,-26.2451,0.0003,1,0,0	
921,5.0000,0.0401,-26.9099,0.0003,1,0,0	
922,5.0000,0.0405,-27.5713,0.0003,1,0,0	
923,5.0000,0.0409,-28.2295,0.0003,1,0,0	
924,5.0000,0.0413,-28.8843,0.0003,1,0,0	
925,5.0000,0.0416,-29.5359,0.0003,1,0,0	
926,5.0000,0.0420,-30.1842,0.0003,1,0,0	
927,5.0000,0.0423,-30.8293,0.0003,1,0,0	
928,5.0000,0.0427,-31.4712,0.0003,1,0,0	
929,5.0000,0.0430,-32.1098,0.0003,1,0,0	
930,5.0000,0.0433,-32.7453,0.0003,1,0,0	
931,5.0000,0.0436,-33.3775,0.0003,1,0,0	
932,5.0000,0.0439,-34.0067,0.0003,1,0,0	
933,5.0000,0.0442,-34.6326,0.0003,1,0,0	
934,5.0000,0.0445,-35.2555,0.0003,1,0,0	
935,5.0000,0.0448,-35.8752,0.0003,1,0,0	
936,5.0000,0.0451,-36.4918,0.0002,1,0,0	
937,5.0000,0.0453,-37.1053,0.0002,1,0,0	
938,5.0000,0.0456,-37.7158,0.0002,1,0,0	
939,5.0000,0.0458,-38.3232,0.0002,1,0,0	
940,5.0000,0.0461,-38.9276,0.0002,1,0,0	
941,5.0000,0.0463,-39.5290,0.0002,1,0,0	
942,5.0000,0.0465,-40.1273,0.0002,1,0,0	
943,5.0000,0.0467,-40.7227,0.0002,1,0,0	
944,5.0000,0.0470,-41.3151,0.0002,1,0,0	
945,5.0000,0.0472,-41.9045,0.0002,1,0,0	
946,5.0000,0.0474,-42.4910,0.0002,1,0,0	
947,5.0000,0.0476,-43.0745,0.0002,1,0,0	
948,5.0000,0.0477,-43.6552,0.0002,1,0,0	
949,5.0000,0.0479,-44.2329,0.0002,1,0,0	
950,5.0000,0.0481,-44.8077,0.0002,1,0,0	
951,5.0000,0.0483,-45.3797,0.0002,1,0,0	
952,5.0000,0.0484,-45.9488,0.0002,1,0,0	
953,5.0000,0.0486,-46.5151,0.0002,1,0,0	
954,4.9500,0.0487,-47.0586,0.0002,0,0,0	
955,4.9005,0.0489,-47.5797,0.0002,0,0,0	
956,4.8515,0.0490,-48.0787,0.0002,0,0,0	
957,4.8030,0.0491,-48.5559,0.0002,0,0,0	
958,4.7550,0.0492,-49.0116,0.0002,0,0,0	
959,4.7074,0.0493,-49.4461,0.0002,0,0,0	
960,4.6603,0.0494,-49.8596,0.0002,0,0,0	
961,4.6137,0.0495,-50.2526,0.0002,0,0,0	
962,4.5676,0.0496,-50.6252,0.0002,0,0,0	
963,4.5219,0.0496,-50.9778,0.0002,0,0,0	
964,4.4767,0.0497,-51.3107,0.0002,0,0,0	
965,4.5567,0.0498,-0.6196,0.0002,1,0,0	
966,4.6367,0.0498,-0.6514,0.0002,1,0,0	
967,4.7167,0.0499,-0.6832,0.0002,1,0,0	
968,4.7967,0.0500,-1.3949,0.0002,1,0,0	
969,4.8767,0.0500,-2.1349,0.0002,1,0,0	
970,4.9567,0.0501,-2.9029,0.0002,1,0,0	
971,5.0000,0.0502,-3.6844,0.0002,1,0,0	
972,5.0000,0.0502,-4.4620,0.0002,1,0,0	
973,5.0000,0.0503,-5.2357,0.0002,1,0,0	
974,5.0000,0.0503,-6.0055,0.0002,1,0,0	
975,5.0000,0.0504,-6.7715,0.0002,1,0,0	
976,5.0000,0.0504,-7.5336,0.0001,1,0,0	
977,4.9500,0.0505,-8.2721,0.0001,0,0,0	
978,4.9005,0.0505,-8.9871,0.0001,0,0,0	
979,4.8515,0.0505,-9.6791,0.0001,0,0,0	
980,4.8030,0.0505,-10.3483,0.0001,0,0,0	
981,4.7550,0.0506,-10.9950,0.0001,0,0,0	
982,4.7074,0.0506,-11.6196,0.0001,0,0,0	
983,4.6603,0.0506,-12.2223,0.0001,0,0,0	
984,4.6137,0.0506,-12.8034,0.0001,0,0,0	
985,4.5676,0.0505,-13.3633,0.0001,0,0,0	
986,4.5219,0.0505,-13.9022,0.0001,0,0,0	
987,4.6019,0.0505,-0.6376,0.0001,1,0,0	
988,4.6819,0.0505,-0.6694,0.0001,1,0,0	
989,4.7619,0.0505,-0.7012,0.0001,1,0,0	
990,4.8419,0.0505,-1.4308,0.0001,1,0,0	
991,4.9219,0.0505,-2.1886,0.0001,1,0,0	
992,5.0000,0.0505,-2.9736,0.0001,1,0,0	
993,5.0000,0.0504,-3.7548,0.0001,1,0,0	
994,5.0000,0.0504,-4.5320,0.0001,1,0,0	
995,5.0000,0.0504,-5.3053,0.0001,1,0,0	
996,5.0000,0.0504,-6.0748,0.0001,1,0,0	
997,5.0000,0.0504,-6.8404,0.0001,1,0,0	
998,5.0000,0.0503,-7.6022,0.0001,1,0,0	
999,5.0000,0.0503,-8.3602,0.0001,1,0,0	
1000,5.0000,0.0503,-9.1144,0.0001,1,0,0	
1001,5.0000,0.0502,-9.8648,0.0001,1,0,0	
1002,5.0000,0.0502,-10.6115,0.0001,1,0,0	
1003,5.0000,0.0502,-11.3545,0.0001,1,0,0	
1004,5.0000,0.0501,-12.0937,0.0001,1,0,0	
1005,5.0000,0.0501,-12.8292,0.0001,1,0,0	
1006,5.0000,0.0500,-13.5611,0.0001,1,0,0	
1007,5.0000,0.0500,-14.2893,0.0001,1,0,0	
1008,5.0000,0.0499,-15.0138,0.0001,1,0,0	
1009,5.0000,0.0499,-15.7348,0.0001,1,0,0	
1010,5.0000,0.0498,-16.4521,0.0001,1,0,0	
1011,5.0000,0.0497,-17.1658,0.0001,1,0,0	
1012,5.0000,0.0497,-17.8760,0.0001,1,0,0	
1013,5.0000,0.0496,-18.5826,0.0001,1,0,0	
1014,5.0000,0.0496,-19.2857,0.0001,1,0,0	
1015,5.0000,0.0495,-19.9853,0.0001,1,0,0	
1016,5.0000,0.0494,-20.6813,0.0001,1,0,0	
1017,5.0000,0.0494,-21.3739,0.0001,1,0,0	
1018,5.0000,0.0493,-22.0631,0.0001,1,0,0	
1019,5.0000,0.0492,-22.7488,0.0001,1,0,0	
1020,5.0000,0.0491,-23.4310,0.0001,1,0,0	
1021,5.0000,0.0490,-24.1099,0.0001,1,0,0	
1022,5.0000,0.0490,-24.7853,0.0001,1,0,0	
1023,5.0000,0.0489,-25.4574,0.0001,1,0,0	
1024,5.0000,0.0488,-26.1261,0.0001,1,0,0	
1025,5.0000,0.0487,-26.7915,0.0001,1,0,0	
1026,5.0000,0.0486,-27.4535,0.0001,1,0,0	
1027,5.0000,0.0485,-28.1122,0.0001,1,0,0	
1028,5.0000,0.0485,-28.7677,0.0001,1,0,0	
1029,5.0000,0.0484,-29.4198,0.0001,1,0,0	
1030,5.0000,0.0483,-30.0687,0.0001,1,0,0	
1031,5.0000,0.0482,-30.7144,0.0001,1,0,0	
1032,5.0000,0.0481,-31.3568,0.0001,1,0,0	
1033,5.0000,0.0480,-31.9960,0.0001,1,0,0	
1034,5.0000,0.0479,-32.6321,0.0001,1,0,0	
1035,5.0000,0.0478,-33.2649,0.0001,1,0,0	
1036,5.0000,0.0477,-33.8946,0.0001,1,0,0	
1037,5.0000,0.0476,-34.5211,0.0001,1,0,0	
1038,5.0000,0.0475,-35.1445,0.0001,1,0,0	
1039,5.0000,0.0474,-35.7648,0.0001,1,0,0	
1040,5.0000,0.0473,-36.3820,0.0001,1,0,0	
1041,5.0000,0.0472,-36.9960,0.0001,1,0,0	
1042,5.0000,0.0471,-37.6071,0.0001,1,0,0	
1043,4.9500,0.0469,-38.1951,0.0001,0,0,0	
1044,4.9005,0.0468,-38.7605,0.0001,0,0,0	
1045,4.8515,0.0467,-39.3036,0.0001,0,0,0	
1046,4.8030,0.0466,-39.8247,0.0001,0,0,0	
1047,4.7550,0.0465,-40.3241,0.0001,0,0,0	
1048,4.7074,0.0464,-40.8020,0.0001,0,0,0	
1049,4.6603,0.0462,-41.2588,0.0001,0,0,0	
1050,4.6137,0.0461,-41.6947,0.0001,0,0,0	
1051,4.5676,0.0460,-42.1102,0.0001,0,0,0	
1052,4.5219,0.0459,-42.5053,0.0001,0,0,0	
1053,4.4767,0.0457,-42.8805,0.0001,0,0,0	
1054,4.4319,0.0456,-43.2360,0.0001,0,0,0	
1055,4.3876,0.0455,-43.5721,0.0001,0,0,0	
1056,4.3437,0.0453,-43.8891,0.0001,0,0,0	
1057,4.3003,0.0452,-44.1871,0.0001,0,0,0	
1058,4.2573,0.0451,-44.4666,0.0001,0,0,0	
1059,4.2147,0.0449,-44.7277,0.0001,0,0,0	
1060,4.1726,0.0448,-44.9708,0.0001,0,0,0	
1061,4.2526,0.0446,-0.4985,0.0001,1,0,0	
1062,4.3326,0.0445,-0.5304,0.0000,1,0,0	
1063,4.4126,0.0444,-0.5622,0.0000,1,0,0	
1064,4.4926,0.0442,-1.1534,0.0000,1,0,0	
1065,4.5726,0.0441,-1.7735,0.0000,1,0,0	
1066,4.6526,0.0440,-2.4224,0.0000,1,0,0	
1067,4.7326,0.0438,-3.0999,0.0000,1,0,0	
1068,4.8126,0.0437,-3.8058,0.0000,1,0,0	
1069,4.8926,0.0436,-4.5400,0.0000,1,0,0	
1070,4.9726,0.0434,-5.3024,0.0000,1,0,0	
1071,4.9228,0.0433,-6.0411,0.0000,0,0,0	
1072,4.8736,0.0432,-6.7566,0.0000,0,0,0	
1073,4.8249,0.0430,-7.4491,0.0000,0,0,0	
1074,4.7766,0.0429,-8.1190,0.0000,0,0,0	
1075,4.7289,0.0428,-8.7665,0.0000,0,0,0	
1076,4.6816,0.0426,-9.3919,0.0000,0,0,0	
1077,4.6348,0.0425,-9.9956,0.0000,0,0,0	
1078,4.5884,0.0424,-10.5778,0.0000,0,0,0	
1079,4.5425,0.0422,-11.1388,0.0000,0,0,0	
1080,4.4971,0.0421,-11.6790,0.0000,0,0,0	
1081,4.4521,0.0419,-12.1986,0.0000,0,0,0	
1082,4.4076,0.0418,-12.6978,0.0000,0,0,0	
1083,4.3635,0.0417,-13.1770,0.0000,0,0,0	
1084,4.3199,0.0415,-13.6364,0.0000,0,0,0	
1085,4.3999,0.0414,-0.5572,0.0000,1,0,0	
1086,4.4799,0.0412,-0.5890,0.0000,1,0,0	
1087,4.5599,0.0411,-0.6208,0.0000,1,0,0	
1088,4.6399,0.0410,-1.2704,0.0000,1,0,0	
1089,4.7199,0.0408,-1.9486,0.0000,1,0,0	
1090,4.7999,0.0407,-2.6552,0.0000,1,0,0	
1091,4.8799,0.0405,-3.3901,0.0000,1,0,0	
1092,4.9599,0.0404,-4.1532,0.0000,1,0,0	
1093,5.0000,0.0403,-4.9284,0.0000,1,0,0	
1094,5.0000,0.0401,-5.6998,0.0000,1,0,0	
1095,5.0000,0.0400,-6.4673,0.0000,1,0,0	
1096,5.0000,0.0399,-7.2310,0.0000,1,0,0	
1097,5.0000,0.0397,-7.9908,0.0000,1,0,0	
1098,5.0000,0.0396,-8.7469,0.0000,1,0,0	
1099,5.0000,0.0395,-9.4991,0.0000,1,0,0	
1100,5.0000,0.0393,-10.2476,0.0000,1,0,0	
1101,5.0000,0.0392,-10.9924,0.0000,1,0,0	
1102,5.0000,0.0390,-11.7334,0.0000,1,0,0	
1103,5.0000,0.0389,-12.4708,0.0000,1,0,0	
1104,5.0000,0.0388,-13.2044,0.0000,1,0,0	
1105,5.0000,0.0386,-13.9344,0.0000,1,0,0	
1106,5.0000,0.0385,-14.6607,0.0000,1,0,0	
1107,5.0000,0.0384,-15.3834,0.0000,1,0,0	
1108,5.0000,0.0382,-16.1025,0.0000,1,0,0	
1109,5.0000,0.0381,-16.8180,0.0000,1,0,0	
1110,5.0000,0.0380,-17.5299,0.0000,1,0,0	
1111,5.0000,0.0378,-18.2382,0.0000,1,0,0	
1112,5.0000,0.0377,-18.9431,0.0000,1,0,0	
1113,5.0000,0.0375,-19.6443,0.0000,1,0,0	
1114,5.0000,0.0374,-20.3421,0.0000,1,0,0	
1115,5.0000,0.0373,-21.0364,0.0000,1,0,0	
1116,5.0000,0.0371,-21.7272,0.0000,1,0,0	
1117,5.0000,0.0370,-22.4146,0.0000,1,0,0	
1118,5.0000,0.0369,-23.0985,0.0000,1,0,0	
1119,5.0000,0.0367,-23.7790,0.0000,1,0,0	
1120,5.0000,0.0366,-24.4561,0.0000,1,0,0	
1121,5.0000,0.0365,-25.1298,0.0000,1,0,0	
1122,5.0000,0.0363,-25.8002,0.0000,1,0,0	
1123,5.0000,0.0362,-26.4672,0.0000,1,0,0	
1124,5.0000,0.0360,-27.1309,0.0000,1,0,0	
1125,5.0000,0.0359,-27.7912,0.0000,1,0,0	
1126,5.0000,0.0358,-28.4483,0.0000,1,0,0	
1127,5.0000,0.0356,-29.1020,0.0000,1,0,0	
1128,5.0000,0.0355,-29.7525,0.0000,1,0,0	
1129,5.0000,0.0354,-30.3997,0.0000,1,0,0	
1130,5.0000,0.0352,-31.0437,0.0000,1,0,0	
1131,5.0000,0.0351,-31.6845,0.0000,1,0,0	
1132,5.0000,0.0350,-32.3221,0.0000,1,0,0	
1133,5.0000,0.0348,-32.9565,0.0000,1,0,0	
1134,5.0000,0.0347,-33.5877,0.0000,1,0,0	
1135,5.0000,0.0346,-34.2158,0.0000,1,0,0	
1136,5.0000,0.0344,-34.8407,0.0000,1,0,0	
1137,5.0000,0.0343,-35.4625,0.0000,1,0,0	
1138,5.0000,0.0342,-36.0812,0.0000,1,0,0	
1139,5.0000,0.0340,-36.6968,0.0000,1,0,0	
1140,5.0000,0.0339,-37.3093,0.0000,1,0,0	
1141,5.0000,0.0338,-37.9187,0.0000,1,0,0	
1142,5.0000,0.0336,-38.5251,0.0000,1,0,0	
1143,5.0000,0.0335,-39.1285,0.0000,1,0,0	
1144,4.9500,0.0334,-39.7090,0.0000,0,0,0	
1145,4.9005,0.0332,-40.2668,0.0000,0,0,0	
1146,4.8515,0.0331,-40.8024,0.0000,0,0,0	
1147,4.8030,0.0330,-41.3160,0.0000,0,0,0	
1148,4.7550,0.0328,-41.8078,0.0000,0,0,0	
1149,4.7074,0.0327,-42.2784,0.0000,0,0,0	
1150,4.6603,0.0326,-42.7278,0.0000,0,0,0	
1151,4.6137,0.0324,-43.1564,0.0000,0,0,0	
1152,4.5676,0.0323,-43.5645,0.0000,0,0,0	
1153,4.5219,0.0322,-43.9524,0.0000,0,0,0	
1154,4.4767,0.0320,-44.3204,0.0000,0,0,0	
1155,4.4319,0.0319,-44.6687,0.0000,0,0,0	
1156,4.3876,0.0318,-44.9976,0.0000,0,0,0	
1157,4.3437,0.0316,-45.3074,0.0000,0,0,0	
1158,4.3003,0.0315,-45.5984,0.0000,0,0,0	
1159,4.2573,0.0314,-45.8708,0.0000,0,0,0	
1160,4.2147,0.0312,-46.1249,0.0000,0,0,0	
1161,4.2947,0.0311,-0.5153,0.0000,1,0,0	
1162,4.3747,0.0310,-0.5471,0.0000,1,0,0	
1163,4.4547,0.0308,-0.5790,0.0000,1,0,0	
1164,4.5347,0.0307,-1.1869,0.0000,1,0,0	
1165,4.6147,0.0306,-1.8236,0.0000,1,0,0	
1166,4.6947,0.0304,-2.4890,0.0000,1,0,0	
1167,4.7747,0.0303,-3.1829,0.0000,1,0,0	
1168,4.8547,0.0302,-3.9052,0.0000,1,0,0	
1169,4.9347,0.0301,-4.6556,0.0000,1,0,0	
1170,5.0000,0.0299,-5.4284,0.0000,1,0,0	
1171,5.0000,0.0298,-6.1972,0.0000,1,0,0	
1172,5.0000,0.0297,-6.9622,0.0000,1,0,0	
1173,5.0000,0.0296,-7.7234,0.0000,1,0,0	
1174,5.0000,0.0294,-8.4808,0.0000,1,0,0	
1175,5.0000,0.0293,-9.2344,0.0000,1,0,0	
1176,5.0000,0.0292,-9.9842,0.0000,1,0,0	
1177,5.0000,0.0291,-10.7303,0.0000,1,0,0	
1178,5.0000,0.0289,-11.4727,0.0000,1,0,0	
1179,5.0000,0.0288,-12.2113,0.0000,1,0,0	
1180,5.0000,0.0287,-12.9462,0.0000,1,0,0	
1181,5.0000,0.0286,-13.6775,0.0000,1,0,0	
1182,5.0000,0.0285,-14.4051,0.0000,1,0,0	
1183,5.0000,0.0283,-15.1291,0.0000,1,0,0	
1184,5.0000,0.0282,-15.8495,0.0000,1,0,0	
1185,5.0000,0.0281,-16.5662,0.0000,1,0,0	
1186,5.0000,0.0280,-17.2794,0.0000,1,0,0	
1187,5.0000,0.0279,-17.9890,0.0000,1,0,0	
1188,5.0000,0.0277,-18.6950,0.0000,1,0,0	
1189,5.0000,0.0276,-19.3976,0.0000,1,0,0	
1190,5.0000,0.0275,-20.0966,0.0000,1,0,0	
1191,5.0000,0.0274,-20.7921,0.0000,1,0,0	
1192,5.0000,0.0273,-21.4841,0.0000,1,0,0	
1193,5.0000,0.0271,-22.1727,0.0000,1,0,0	
1194,5.0000,0.0270,-22.8578,0.0000,1,0,0	
1195,5.0000,0.0269,-23.5396,0.0000,1,0,0	
1196,5.0000,0.0268,-24.2179,0.0000,1,0,0	
1197,5.0000,0.0267,-24.8928,0.0000,1,0,0	
1198,5.0000,0.0266,-25.5643,0.0000,1,0,0	
1199,5.0000,0.0264,-26.2325,0.0000,1,0,0	
1200,5.0000,0.0263,-26.8973,0.0000,1,0,0	
1201,5.0000,0.0262,-27.5588,0.0000,1,0,0	
1202,5.0000,0.0261,-28.2170,0.0000,1,0,0	
1203,5.0000,0.0260,-28.8720,0.0000,1,0,0	
1204,5.0000,0.0259,-29.5236,0.0000,1,0,0	
1205,5.0000,0.0258,-30.1720,0.0000,1,0,0	
1206,5.0000,0.0256,-30.8171,0.0000,1,0,0	
1207,5.0000,0.0255,-31.4590,0.0000,1,0,0	
1208,5.0000,0.0254,-32.0977,0.0000,1,0,0	
1209,5.0000,0.0253,-32.7332,0.0000,1,0,0	
1210,5.0000,0.0252,-33.3656,0.0000,1,0,0	
1211,5.0000,0.0251,-33.9947,0.0000,1,0,0	
1212,5.0000,0.0250,-34.6208,0.0000,1,0,0	
1213,5.0000,0.0249,-35.2437,0.0000,1,0,0	
1214,5.0000,0.0248,-35.8635,0.0000,1,0,0	
1215,5.0000,0.0246,-36.4801,0.0000,1,0,0	
1216,5.0000,0.0245,-37.0937,0.0000,1,0,0	
1217,5.0000,0.0244,-37.7043,0.0000,1,0,0	
1218,5.0000,0.0243,-38.3117,0.0000,1,0,0	
1219,5.0000,0.0242,-38.9162,0.0000,1,0,0	
1220,5.0000,0.0241,-39.5176,0.0000,1,0,0	
1221,5.0000,0.0240,-40.1160,0.0000,1,0,0	
1222,4.9500,0.0239,-40.6915,0.0000,0,0,0	
1223,4.9005,0.0238,-41.2445,0.0000,0,0,0	
1224,4.8515,0.0237,-41.7751,0.0000,0,0,0	
1225,4.8030,0.0236,-42.2839,0.0000,0,0,0	
1226,4.7550,0.0235,-42.7709,0.0000,0,0,0	
1227,4.7074,0.0234,-43.2366,0.0000,0,0,0	
1228,4.6603,0.0232,-43.6812,0.0000,0,0,0	
1229,4.6137,0.0231,-44.1051,0.0000,0,0,0	
1230,4.5676,0.0230,-44.5085,0.0000,0,0,0	
1231,4.5219,0.0229,-44.8916,0.0000,0,0,0	
1232,4.4767,0.0228,-45.2549,0.0000,0,0,0	
1233,4.4319,0.0227,-45.5985,0.0000,0,0,0	
1234,4.3876,0.0226,-45.9228,0.0000,0,0,0	
1235,4.3437,0.0225,-46.2280,0.0000,0,0,0	
1236,4.3003,0.0224,-46.5144,0.0000,0,0,0	
1237,4.2573,0.0223,-46.7822,0.0000,0,0,0	
1238,4.2147,0.0222,-47.0317,0.0000,0,0,0	
1239,4.1726,0.0221,-47.2633,0.0000,0,0,0	
1240,4.1308,0.0220,-47.4770,0.0000,0,0,0	
1241,4.0895,0.0219,-47.6733,0.0000,0,0,0	
1242,4.0486,0.0218,-47.8523,0.0000,0,0,0	
1243,4.0082,0.0217,-48.0143,0.0000,0,0,0	
1244,3.9681,0.0216,-48.1595,0.0000,0,0,0	
1245,3.9284,0.0215,-48.2882,0.0000,0,0,0	
1246,3.8891,0.0214,-48.4006,0.0000,0,0,0	
1247,3.8502,0.0213,-48.4970,0.0000,0,0,0	
1248,3.8117,0.0212,-48.5776,0.0000,0,0,0	
1249,3.7736,0.0211,-48.6426,0.0000,0,0,0	
1250,3.7359,0.0210,-48.6922,0.0000,0,0,0	
1251,3.6985,0.0209,-48.7268,0.0000,0,0,0	
1252,3.6615,0.0208,-48.7464,0.0000,0,0,0	
1253,3.6249,0.0207,-48.7514,0.0000,0,0,0	
1254,3.5887,0.0206,-48.7419,0.0000,0,0,0	
1255,3.5528,0.0205,-48.7182,0.0000,0,0,0	
1256,3.5172,0.0204,-48.6805,0.0000,0,0,0	
1257,3.4821,0.0203,-48.6289,0.0000,0,0,0	
1258,3.4472,0.0202,-48.5638,0.0000,0,0,0	
1259,3.4128,0.0201,-48.4853,0.0000,0,0,0	
1260,3.3786,0.0200,-48.3935,0.0000,0,0,0	
1261,3.3449,0.0199,-48.2888,0.0000,0,0,0	
1262,3.3114,0.0198,-48.1713,0.0000,0,0,0	
1263,3.2783,0.0197,-48.0412,0.0000,0,0,0	
1264,3.2455,0.0197,-47.8987,0.0000,0,0,0	
1265,3.2131,0.0196,-47.7440,0.0000,0,0,0	
1266,3.1809,0.0195,-47.5773,0.0000,0,0,0	
1267,3.1491,0.0194,-47.3988,0.0000,0,0,0	
1268,3.1176,0.0193,-47.2086,0.0000,0,0,0	
1269,3.0865,0.0192,-47.0070,0.0000,0,0,0	
1270,3.0556,0.0191,-46.7941,0.0000,0,0,0	
1271,3.0250,0.0190,-46.5701,0.0000,0,0,0	
1272,2.9948,0.0189,-46.3351,0.0000,0,0,0	
1273,2.9648,0.0188,-46.0895,0.0000,0,0,0	
1274,2.9352,0.0187,-45.8332,0.0000,0,0,0	
1275,2.9058,0.0186,-45.5666,0.0000,0,0,0	
1276,2.8768,0.0186,-45.2897,0.0000,0,0,0	
1277,2.8480,0.0185,-45.0028,0.0000,0,0,0	
1278,2.8195,0.0184,-44.7059,0.0000,0,0,0	
1279,2.7913,0.0183,-44.3993,0.0000,0,0,0	
1280,2.7634,0.0182,-44.0832,0.0000,0,0,0	
1281,2.7358,0.0181,-43.7576,0.0000,0,0,0	
1282,2.7084,0.0180,-43.4228,0.0000,0,0,0	
1283,2.6813,0.0179,-43.0788,0.0000,0,0,0	
1284,2.6545,0.0179,-42.7259,0.0000,0,0,0	
1285,2.6280,0.0178,-42.3642,0.0000,0,0,0	
1286,2.6017,0.0177,-41.9939,0.0000,0,0,0	
1287,2.5757,0.0176,-41.6150,0.0000,0,0,0	
1288,2.5499,0.0175,-41.2278,0.0000,0,0,0	
1289,2.5244,0.0174,-40.8324,0.0000,0,0,0	
1290,2.4992,0.0173,-40.4289,0.0000,0,0,0	
1291,2.4742,0.0173,-40.0175,0.0000,0,0,0	
1292,2.4495,0.0172,-39.5983,0.0000,0,0,0	
1293,2.4250,0.0171,-39.1715,0.0000,0,0,0	
1294,2.4007,0.0170,-38.7371,0.0000,0,0,0	
1295,2.3767,0.0169,-38.2953,0.0000,0,0,0	
1296,2.3529,0.0168,-37.8463,0.0000,0,0,0	
1297,2.3294,0.0168,-37.3902,0.0000,0,0,0	
1298,2.3061,0.0167,-36.9271,0.0000,0,0,0	
1299,2.2830,0.0166,-36.4571,0.0000,0,0,0	
1300,2.2602,0.0165,-35.9804,0.0000,0,0,0	
1301,2.2376,0.0164,-35.4970,0.0000,0,0,0	
1302,2.2152,0.0164,-35.0072,0.0000,0,0,0	
1303,2.1931,0.0163,-34.5110,0.0000,0,0,0	
1304,2.1712,0.0162,-34.0086,0.0000,0,0,0	
1305,2.1494,0.0161,-33.5000,0.0000,0,0,0	
1306,2.1280,0.0160,-32.9855,0.0000,0,0,0	
1307,2.1067,0.0160,-32.4650,0.0000,0,0,0	
1308,2.0856,0.0159,-31.9387,0.0000,0,0,0	
1309,2.0647,0.0158,-31.4068,0.0000,0,0,0	
1310,2.0441,0.0157,-30.8693,0.0000,0,0,0	
1311,2.0237,0.0157,-30.3264,0.0000,0,0,0	
1312,2.0034,0.0156,-29.7781,0.0000,0,0,0	
1313,1.9834,0.0155,-29.2246,0.0000,0,0,0	
1314,1.9636,0.0154,-28.6660,0.0000,0,0,0	
1315,1.9439,0.0153,-28.1024,0.0000,0,0,0	
1316,1.9245,0.0153,-27.5338,0.0000,0,0,0	
1317,1.9052,0.0152,-26.9604,0.0000,0,0,0	
1318,1.8862,0.0151,-26.3823,0.0000,0,0,0	
1319,1.8673,0.0150,-25.7996,0.0000,0,0,0	
1320,1.8486,0.0150,-25.2123,0.0000,0,0,0	
1321,1.8302,0.0149,-24.6207,0.0000,0,0,0	
1322,1.8119,0.0148,-24.0247,0.0000,0,0,0	
1323,1.7937,0.0148,-23.4245,0.0000,0,0,0	
1324,1.7758,0.0147,-22.8201,0.0000,0,0,0	
1325,1.7580,0.0146,-22.2117,0.0000,0,0,0	
1326,1.7405,0.0145,-21.5994,0.0000,0,0,0	
1327,1.7231,0.0145,-20.9832,0.0000,0,0,0	
1328,1.7058,0.0144,-20.3632,0.0000,0,0,0	
1329,1.6888,0.0143,-19.7395,0.0000,0,0,0	
1330,1.6719,0.0143,-19.1122,0.0000,0,0,0	
1331,1.6552,0.0142,-18.4814,0.0000,0,0,0	
1332,1.6386,0.0141,-17.8472,0.0000,0,0,0	
1333,1.6222,0.0140,-17.2096,0.0000,0,0,0	
1334,1.6060,0.0140,-16.5687,0.0000,0,0,0	
1335,1.5899,0.0139,-15.9247,0.0000,0,0,0	
1336,1.5740,0.0138,-15.2775,0.0000,0,0,0	
1337,1.5583,0.0138,-14.6273,0.0000,0,0,0	
1338,1.5427,0.0137,-13.9742,0.0000,0,0,0	
1339,1.5273,0.0136,-13.3182,0.0000,0,0,0	
1340,1.5120,0.0136,-12.6594,0.0000,0,0,0	
1341,1.4969,0.0135,-11.9979,0.0000,0,0,0	
1342,1.4819,0.0134,-11.3337,0.0000,0,0,0	
1343,1.4671,0.0134,-10.6669,0.0000,0,0,0	
1344,1.4524,0.0133,-9.9977,0.0000,0,0,0	
1345,1.4379,0.0132,-9.3260,0.0000,0,0,0	
1346,1.4235,0.0132,-8.6519,0.0000,0,0,0	
1347,1.4093,0.0131,-7.9755,0.0000,0,0,0	
1348,1.3952,0.0130,-7.2970,0.0000,0,0,0	
1349,1.3813,0.0130,-6.6162,0.0000,0,0,0	
1350,1.3674,0.0129,-5.9334,0.0000,0,0,0	
1351,1.3538,0.0128,-5.2485,0.0000,0,0,0	
1352,1.3402,0.0128,-4.5617,0.0000,0,0,0	
1353,1.3268,0.0127,-3.8729,0.0000,0,0,0	
1354,1.3136,0.0127,-3.1824,0.0000,0,0,0	
1355,1.3004,0.0126,-2.4900,0.0000,0,0,0	
1356,1.2874,0.0125,-1.7960,0.0000,0,0,0	
1357,1.2745,0.0125,-1.1003,0.0000,0,0,0	
1358,1.2618,0.0124,-0.4030,0.0000,0,0,0	
1359,1.2492,0.0123,0.2959,0.0000,0,0,0	
1360,1.2367,0.0123,0.9962,0.0000,0,0,0	
1361,1.2243,0.0122,1.6979,0.0000,0,0,0	
