frame,throttle,vx,vy,r,up,left,right	
457,5.0000,-24.0858,-38.6123,0.1123,1,0,0	
458,5.0000,-23.7451,-39.2031,0.1109,1,0,0	
459,5.0000,-23.4089,-39.7911,0.1095,1,0,0	
460,5.0000,-23.0771,-40.3765,0.1081,1,0,0	
461,5.0000,-22.7497,-40.9593,0.1067,1,0,0	
462,5.0000,-22.4266,-41.5395,0.1054,1,0,0	
463,5.0000,-22.1078,-42.1170,0.1041,1,0,0	
464,5.0000,-21.7931,-42.6920,0.1027,1,0,0	
465,5.0000,-21.4826,-43.2643,0.1014,1,0,0	
466,5.0000,-21.1763,-43.8340,0.1002,1,0,0	
467,5.0000,-20.8739,-44.4011,0.0989,1,0,0	
468,5.0000,-20.5756,-44.9656,0.0976,1,0,0	
469,5.0000,-20.2812,-45.5275,0.0964,1,0,0	
470,5.0000,-19.9906,-46.0869,0.0952,1,0,0	
471,5.0000,-19.7040,-46.6437,0.0940,1,0,0	
472,5.0000,-19.4211,-47.1979,0.0928,1,0,0	
473,5.0000,-19.1420,-47.7496,0.0916,1,0,0	
474,5.0000,-18.8665,-48.2987,0.0904,1,0,0	
475,5.0000,-18.5947,-48.8453,0.0893,1,0,0	
476,5.0000,-18.3266,-49.3893,0.0882,1,0,0	
477,5.0000,-18.0619,-49.9308,0.0870,1,0,0	
478,5.0000,-17.8008,-50.4698,0.0859,1,0,0	
479,5.0000,-17.5432,-51.0063,0.0848,1,0,0	
480,5.0000,-17.2889,-51.5403,0.0838,1,0,0	
481,5.0000,-17.0381,-52.0718,0.0827,1,0,0	
482,5.0000,-16.7906,-52.6008,0.0817,1,0,0	
483,5.0000,-16.5463,-53.1273,0.0806,1,0,0	
484,5.0000,-16.3054,-53.6514,0.0796,1,0,0	
485,5.0000,-16.0676,-54.1730,0.0786,1,0,0	
486,5.0000,-15.8330,-54.6922,0.0776,1,0,0	
487,5.0000,-15.6015,-55.2089,0.0766,1,0,0	
488,5.0000,-15.3731,-55.7231,0.0756,1,0,0	
489,5.0000,-15.1477,-56.2350,0.0747,1,0,0	
490,5.0000,-14.9254,-56.7444,0.0737,1,0,0	
491,5.0000,-14.7060,-57.2514,0.0728,1,0,0	
492,5.0000,-14.4896,-57.7560,0.0719,1,0,0	
493,5.0000,-14.2760,-58.2582,0.0710,1,0,0	
494,5.0000,-14.0653,-58.7580,0.0701,1,0,0	
495,4.9500,-13.8588,-59.2356,0.0692,0,0,0	
496,4.9005,-13.6564,-59.6913,0.0683,0,0,0	
497,4.8515,-13.4580,-60.1253,0.0674,0,0,0	
498,4.8030,-13.2635,-60.5381,0.0666,0,0,0	
499,4.7550,-13.0729,-60.9298,0.0657,0,0,0	
500,4.7074,-12.8860,-61.3007,0.0649,0,0,0	
501,4.6603,-12.7028,-61.6512,0.0641,0,0,0	
502,4.6137,-12.5232,-61.9815,0.0633,0,0,0	
503,4.5676,-12.3471,-62.2920,0.0625,0,0,0	
504,4.5219,-12.1745,-62.5828,0.0617,0,0,0	
505,4.4767,-12.0052,-62.8543,0.0609,0,0,0	
506,4.4319,-11.8392,-63.1068,0.0601,0,0,0	
507,4.3876,-11.6764,-63.3404,0.0594,0,0,0	
508,4.3437,-11.5167,-63.5556,0.0586,0,0,0	
509,4.3003,-11.3602,-63.7525,0.0579,0,0,0	
510,4.2573,-11.2066,-63.9313,0.0571,0,0,0	
511,4.2147,-11.0560,-64.0925,0.0564,0,0,0	
512,4.1726,-10.9083,-64.2361,0.0557,0,0,0	
513,4.1308,-10.7634,-64.3625,0.0550,0,0,0	
514,4.0895,-10.6213,-64.4719,0.0543,0,0,0	
515,4.0486,-10.4819,-64.5646,0.0536,0,0,0	
516,4.0082,-10.3451,-64.6408,0.0529,0,0,0	
517,3.9681,-10.2109,-64.7007,0.0522,0,0,0	
518,3.9284,-10.0792,-64.7447,0.0516,0,0,0	
519,3.8891,-9.9500,-64.7728,0.0509,0,0,0	
520,3.8502,-9.8233,-64.7854,0.0503,0,0,0	
521,3.8117,-9.6989,-64.7827,0.0496,0,0,0	
522,3.7736,-9.5768,-64.7648,0.0490,0,0,0	
523,3.7359,-9.4570,-64.7321,0.0484,0,0,0	
524,3.6985,-9.3394,-64.6848,0.0478,0,0,0	
525,3.6615,-9.2240,-64.6230,0.0472,0,0,0	
526,3.6249,-9.1107,-64.5471,0.0466,0,0,0	
527,3.5887,-8.9995,-64.4571,0.0460,0,0,0	
528,3.5528,-8.8903,-64.3534,0.0454,0,0,0	
529,3.5172,-8.7831,-64.2361,0.0448,0,0,0	
530,3.4821,-8.6779,-64.1054,0.0443,0,0,0	
531,3.4472,-8.5746,-63.9616,0.0437,0,0,0	
532,3.4128,-8.4731,-63.8048,0.0431,0,0,0	
533,3.3786,-8.3735,-63.6352,0.0426,0,0,0	
534,3.3449,-8.2756,-63.4531,0.0421,0,0,0	
535,3.3114,-8.1796,-63.2587,0.0415,0,0,0	
536,3.2783,-8.0852,-63.0520,0.0410,0,0,0	
537,3.3583,-7.9907,-0.1415,0.0405,1,0,0	
538,3.4383,-7.8960,-0.1733,0.0400,1,0,0	
539,3.5183,-7.8013,-0.2052,0.0395,1,0,0	
540,3.5983,-7.7066,-0.4412,0.0390,1,0,0	
541,3.6783,-7.6117,-0.7079,0.0385,1,0,0	
542,3.7583,-7.5169,-1.0051,0.0380,1,0,0	
543,3.8383,-7.4220,-1.3326,0.0375,1,0,0	
544,3.7999,-7.3290,-1.6433,0.0370,0,0,0	
545,3.7619,-7.2376,-1.9373,0.0365,0,0,0	
546,3.7243,-7.1479,-2.2149,0.0361,0,0,0	
547,3.6871,-7.0599,-2.4764,0.0356,0,0,0	
548,3.6502,-6.9736,-2.7218,0.0352,0,0,0	
549,3.6137,-6.8887,-2.9516,0.0347,0,0,0	
550,3.5775,-6.8055,-3.1659,0.0343,0,0,0	
551,3.5418,-6.7238,-3.3649,0.0339,0,0,0	
552,3.5063,-6.6435,-3.5488,0.0334,0,0,0	
553,3.4713,-6.5647,-3.7179,0.0330,0,0,0	
554,3.4366,-6.4873,-3.8723,0.0326,0,0,0	
555,3.4022,-6.4113,-4.0123,0.0322,0,0,0	
556,3.3682,-6.3367,-4.1381,0.0318,0,0,0	
557,3.3345,-6.2634,-4.2499,0.0314,0,0,0	
558,3.3012,-6.1914,-4.3479,0.0310,0,0,0	
559,3.2681,-6.1207,-4.4323,0.0306,0,0,0	
560,3.2355,-6.0513,-4.5032,0.0302,0,0,0	
561,3.2031,-5.9830,-4.5610,0.0298,0,0,0	
562,3.1711,-5.9160,-4.6057,0.0294,0,0,0	
563,3.1394,-5.8501,-4.6376,0.0290,0,0,0	
564,3.1080,-5.7854,-4.6569,0.0287,0,0,0	
565,3.0769,-5.7218,-4.6638,0.0283,0,0,0	
566,3.0461,-5.6593,-4.6583,0.0280,0,0,0	
567,3.0157,-5.5979,-4.6408,0.0276,0,0,0	
568,2.9855,-5.5375,-4.6114,0.0272,0,0,0	
569,2.9557,-5.4782,-4.5703,0.0269,0,0,0	
570,2.9261,-5.4199,-4.5176,0.0266,0,0,0	
571,2.8968,-5.3625,-4.4535,0.0262,0,0,0	
572,2.8679,-5.3062,-4.3783,0.0259,0,0,0	
573,2.8392,-5.2508,-4.2920,0.0256,0,0,0	
574,2.8108,-5.1963,-4.1949,0.0252,0,0,0	
575,2.7827,-5.1427,-4.0871,0.0249,0,0,0	
576,2.7549,-5.0900,-3.9688,0.0246,0,0,0	
577,2.7273,-5.0382,-3.8401,0.0243,0,0,0	
578,2.7000,-4.9872,-3.7012,0.0240,0,0,0	
579,2.6730,-4.9371,-3.5523,0.0237,0,0,0	
580,2.6463,-4.8878,-3.3934,0.0234,0,0,0	
581,2.6198,-4.8393,-3.2249,0.0231,0,0,0	
582,2.5936,-4.7916,-3.0468,0.0228,0,0,0	
583,2.5677,-4.7446,-2.8592,0.0225,0,0,0	
584,2.5420,-4.6984,-2.6624,0.0222,0,0,0	
585,2.6220,-4.6520,0.1507,0.0219,1,0,0	
586,2.7020,-4.6055,0.1188,0.0217,1,0,0	
587,2.7820,-4.5588,0.0870,0.0214,1,0,0	
588,2.8620,-4.5119,0.1417,0.0211,1,0,0	
589,2.9420,-4.4650,0.1643,0.0208,1,0,0	
590,3.0220,-4.4179,0.1550,0.0206,1,0,0	
591,3.1020,-4.3707,0.1139,0.0203,1,0,0	
592,3.1820,-4.3235,0.0411,0.0201,1,0,0	
593,3.2620,-4.2761,-0.0631,0.0198,1,0,0	
594,3.3420,-4.2288,-0.1987,0.0196,1,0,0	
595,3.4220,-4.1813,-0.3654,0.0193,1,0,0	
596,3.5020,-4.1338,-0.5631,0.0191,1,0,0	
597,3.5820,-4.0864,-0.7917,0.0188,1,0,0	
598,3.6620,-4.0388,-1.0510,0.0186,1,0,0	
599,3.7420,-3.9913,-1.3408,0.0183,1,0,0	
600,3.8220,-3.9438,-1.6610,0.0181,1,0,0	
601,3.9020,-3.8963,-2.0115,0.0179,1,0,0	
602,3.9820,-3.8489,-2.3920,0.0177,1,0,0	
603,4.0620,-3.8014,-2.8025,0.0174,1,0,0	
604,4.1420,-3.7541,-3.2428,0.0172,1,0,0	
605,4.2220,-3.7067,-3.7127,0.0170,1,0,0	
606,4.3020,-3.6595,-4.2121,0.0168,1,0,0	
607,4.3820,-3.6123,-4.7409,0.0166,1,0,0	
608,4.4620,-3.5652,-5.2988,0.0164,1,0,0	
609,4.5420,-3.5182,-5.8858,0.0161,1,0,0	
610,4.6220,-3.4712,-6.5017,0.0159,1,0,0	
611,4.7020,-3.4244,-7.1464,0.0157,1,0,0	
612,4.7820,-3.3777,-7.8197,0.0155,1,0,0	
613,4.8620,-3.3312,-8.5214,0.0153,1,0,0	
614,4.9420,-3.2847,-9.2515,0.0151,1,0,0	
615,5.0000,-3.2385,-10.0011,0.0150,1,0,0	
616,5.0000,-3.1929,-10.7468,0.0148,1,0,0	
617,5.0000,-3.1480,-11.4889,0.0146,1,0,0	
618,5.0000,-3.1036,-12.2272,0.0144,1,0,0	
619,5.0000,-3.0598,-12.9619,0.0142,1,0,0	
620,5.0000,-3.0165,-13.6929,0.0140,1,0,0	
621,5.0000,-2.9739,-14.4202,0.0139,1,0,0	
622,5.0000,-2.9318,-15.1440,0.0137,1,0,0	
623,5.0000,-2.8903,-15.8641,0.0135,1,0,0	
624,5.0000,-2.8493,-16.5806,0.0133,1,0,0	
625,5.0000,-2.8088,-17.2935,0.0132,1,0,0	
626,5.0000,-2.7689,-18.0028,0.0130,1,0,0	
627,5.0000,-2.7296,-18.7087,0.0128,1,0,0	
628,5.0000,-2.6907,-19.4110,0.0127,1,0,0	
629,5.0000,-2.6523,-20.1098,0.0125,1,0,0	
630,5.0000,-2.6145,-20.8051,0.0124,1,0,0	
631,5.0000,-2.5772,-21.4969,0.0122,1,0,0	
632,5.0000,-2.5403,-22.1852,0.0120,1,0,0	
633,5.0000,-2.5040,-22.8702,0.0119,1,0,0	
634,5.0000,-2.4681,-23.5517,0.0117,1,0,0	
635,5.0000,-2.4327,-24.2298,0.0116,1,0,0	
636,5.0000,-2.3978,-24.9045,0.0114,1,0,0	
637,5.0000,-2.3633,-25.5759,0.0113,1,0,0	
638,5.0000,-2.3293,-26.2439,0.0112,1,0,0	
639,5.0000,-2.2957,-26.9085,0.0110,1,0,0	
640,5.0000,-2.2626,-27.5699,0.0109,1,0,0	
641,5.0000,-2.2299,-28.2279,0.0107,1,0,0	
642,5.0000,-2.1977,-28.8827,0.0106,1,0,0	
643,5.0000,-2.1659,-29.5341,0.0105,1,0,0	
644,5.0000,-2.1345,-30.1824,0.0103,1,0,0	
645,5.0000,-2.1035,-30.8273,0.0102,1,0,0	
646,5.0000,-2.0730,-31.4691,0.0101,1,0,0	
647,5.0000,-2.0428,-32.1077,0.0099,1,0,0	
648,5.0000,-2.0131,-32.7430,0.0098,1,0,0	
649,5.0000,-1.9837,-33.3752,0.0097,1,0,0	
650,5.0000,-1.9548,-34.0042,0.0096,1,0,0	
651,5.0000,-1.9262,-34.6301,0.0094,1,0,0	
652,5.0000,-1.8980,-35.2529,0.0093,1,0,0	
653,4.9500,-1.8704,-35.8527,0.0092,0,0,0	
654,4.9005,-1.8433,-36.4297,0.0091,0,0,0	
655,4.8515,-1.8167,-36.9844,0.0090,0,0,0	
656,4.8030,-1.7907,-37.5170,0.0089,0,0,0	
657,4.7550,-1.7652,-38.0278,0.0088,0,0,0	
658,4.7074,-1.7402,-38.5171,0.0086,0,0,0	
659,4.6603,-1.7157,-38.9853,0.0085,0,0,0	
660,4.6137,-1.6916,-39.4325,0.0084,0,0,0	
661,4.5676,-1.6680,-39.8592,0.0083,0,0,0	
662,4.5219,-1.6449,-40.2656,0.0082,0,0,0	
663,4.6019,-1.6219,-0.6375,0.0081,1,0,0	
664,4.6819,-1.5988,-0.6693,0.0080,1,0,0	
665,4.7619,-1.5759,-0.7012,0.0079,1,0,0	
666,4.8419,-1.5530,-1.4307,0.0078,1,0,0	
667,4.9219,-1.5301,-2.1884,0.0077,1,0,0	
668,5.0000,-1.5073,-2.9734,0.0076,1,0,0	
669,5.0000,-1.4848,-3.7545,0.0075,1,0,0	
670,5.0000,-1.4627,-4.5317,0.0074,1,0,0	
671,5.0000,-1.4408,-5.3049,0.0073,1,0,0	
672,5.0000,-1.4192,-6.0744,0.0072,1,0,0	
673,5.0000,-1.3979,-6.8399,0.0071,1,0,0	
674,5.0000,-1.3769,-7.6017,0.0070,1,0,0	
675,5.0000,-1.3562,-8.3596,0.0070,1,0,0	
676,5.0000,-1.3357,-9.1138,0.0069,1,0,0	
677,5.0000,-1.3156,-9.8642,0.0068,1,0,0	
678,5.0000,-1.2957,-10.6108,0.0067,1,0,0	
679,5.0000,-1.2760,-11.3537,0.0066,1,0,0	
680,4.9500,-1.2568,-12.0730,0.0065,0,0,0	
681,4.9005,-1.2379,-12.7690,0.0064,0,0,0	
682,4.8515,-1.2195,-13.4420,0.0064,0,0,0	
683,4.8030,-1.2014,-14.0923,0.0063,0,0,0	
684,4.7550,-1.1836,-14.7203,0.0062,0,0,0	
685,4.7074,-1.1662,-15.3262,0.0061,0,0,0	
686,4.6603,-1.1492,-15.9104,0.0060,0,0,0	
687,4.6137,-1.1325,-16.4731,0.0060,0,0,0	
688,4.5676,-1.1161,-17.0146,0.0059,0,0,0	
689,4.5219,-1.1001,-17.5352,0.0058,0,0,0	
690,4.6019,-1.0841,-0.6375,0.0057,1,0,0	
691,4.6819,-1.0681,-0.6694,0.0057,1,0,0	
692,4.7619,-1.0521,-0.7012,0.0056,1,0,0	
693,4.8419,-1.0362,-1.4308,0.0055,1,0,0	
694,4.9219,-1.0203,-2.1885,0.0055,1,0,0	
695,5.0000,-1.0045,-2.9735,0.0054,1,0,0	
696,5.0000,-0.9889,-3.7546,0.0053,1,0,0	
697,5.0000,-0.9735,-4.5318,0.0053,1,0,0	
698,5.0000,-0.9583,-5.3051,0.0052,1,0,0	
699,5.0000,-0.9433,-6.0746,0.0051,1,0,0	
700,5.0000,-0.9286,-6.8402,0.0051,1,0,0	
701,5.0000,-0.9140,-7.6020,0.0050,1,0,0	
702,5.0000,-0.8996,-8.3599,0.0049,1,0,0	
703,5.0000,-0.8854,-9.1141,0.0049,1,0,0	
704,5.0000,-0.8715,-9.8645,0.0048,1,0,0	
705,5.0000,-0.8577,-10.6112,0.0047,1,0,0	
706,5.0000,-0.8441,-11.3541,0.0047,1,0,0	
707,5.0000,-0.8306,-12.0933,0.0046,1,0,0	
708,5.0000,-0.8174,-12.8288,0.0046,1,0,0	
709,5.0000,-0.8043,-13.5606,0.0045,1,0,0	
710,5.0000,-0.7915,-14.2888,0.0044,1,0,0	
711,5.0000,-0.7788,-15.0134,0.0044,1,0,0	
712,5.0000,-0.7662,-15.7343,0.0043,1,0,0	
713,5.0000,-0.7539,-16.4516,0.0043,1,0,0	
714,5.0000,-0.7417,-17.1653,0.0042,1,0,0	
715,5.0000,-0.7297,-17.8755,0.0042,1,0,0	
716,5.0000,-0.7178,-18.5821,0.0041,1,0,0	
717,5.0000,-0.7062,-19.2851,0.0041,1,0,0	
718,5.0000,-0.6946,-19.9847,0.0040,1,0,0	
719,5.0000,-0.6833,-20.6808,0.0040,1,0,0	
720,5.0000,-0.6721,-21.3733,0.0039,1,0,0	
721,5.0000,-0.6610,-22.0625,0.0039,1,0,0	
722,5.0000,-0.6501,-22.7481,0.0038,1,0,0	
723,5.0000,-0.6394,-23.4304,0.0038,1,0,0	
724,5.0000,-0.6287,-24.1092,0.0037,1,0,0	
725,5.0000,-0.6183,-24.7847,0.0037,1,0,0	
726,5.0000,-0.6080,-25.4567,0.0036,1,0,0	
727,5.0000,-0.5978,-26.1254,0.0036,1,0,0	
728,5.0000,-0.5878,-26.7908,0.0035,1,0,0	
729,5.0000,-0.5779,-27.4528,0.0035,1,0,0	
730,5.0000,-0.5682,-28.1115,0.0034,1,0,0	
731,5.0000,-0.5585,-28.7670,0.0034,1,0,0	
732,5.0000,-0.5491,-29.4191,0.0034,1,0,0	
733,5.0000,-0.5397,-30.0680,0.0033,1,0,0	
734,5.0000,-0.5305,-30.7137,0.0033,1,0,0	
735,5.0000,-0.5214,-31.3561,0.0032,1,0,0	
736,5.0000,-0.5125,-31.9953,0.0032,1,0,0	
737,5.0000,-0.5036,-32.6313,0.0032,1,0,0	
738,5.0000,-0.4949,-33.2641,0.0031,1,0,0	
739,5.0000,-0.4863,-33.8938,0.0031,1,0,0	
740,5.0000,-0.4778,-34.5203,0.0030,1,0,0	
741,5.0000,-0.4695,-35.1437,0.0030,1,0,0	
742,5.0000,-0.4613,-35.7640,0.0030,1,0,0	
743,5.0000,-0.4531,-36.3812,0.0029,1,0,0	
744,5.0000,-0.4451,-36.9953,0.0029,1,0,0	
745,5.0000,-0.4373,-37.6063,0.0028,1,0,0	
746,5.0000,-0.4295,-38.2142,0.0028,1,0,0	
747,5.0000,-0.4218,-38.8192,0.0028,1,0,0	
748,5.0000,-0.4142,-39.4210,0.0027,1,0,0	
749,5.0000,-0.4068,-40.0199,0.0027,1,0,0	
750,5.0000,-0.3994,-40.6158,0.0027,1,0,0	
751,5.0000,-0.3922,-41.2087,0.0026,1,0,0	
752,5.0000,-0.3851,-41.7987,0.0026,1,0,0	
753,5.0000,-0.3780,-42.3857,0.0026,1,0,0	
754,5.0000,-0.3711,-42.9698,0.0025,1,0,0	
755,5.0000,-0.3642,-43.5509,0.0025,1,0,0	
756,5.0000,-0.3575,-44.1292,0.0025,1,0,0	
757,5.0000,-0.3508,-44.7045,0.0024,1,0,0	
758,5.0000,-0.3443,-45.2770,0.0024,1,0,0	
759,5.0000,-0.3378,-45.8466,0.0024,1,0,0	
760,5.0000,-0.3315,-46.4133,0.0024,1,0,0	
761,5.0000,-0.3252,-46.9773,0.0023,1,0,0	
762,4.9500,-0.3191,-47.5185,0.0023,0,0,0	
763,4.9005,-0.3130,-48.0373,0.0023,0,0,0	
764,4.8515,-0.3072,-48.5340,0.0022,0,0,0	
765,4.8030,-0.3014,-49.0089,0.0022,0,0,0	
766,4.7550,-0.2958,-49.4623,0.0022,0,0,0	
767,4.7074,-0.2903,-49.8945,0.0021,0,0,0	
768,4.6603,-0.2849,-50.3059,0.0021,0,0,0	
769,4.6137,-0.2796,-50.6966,0.0021,0,0,0	
770,4.5676,-0.2745,-51.0670,0.0021,0,0,0	
771,4.6476,-0.2693,-0.6557,0.0020,1,0,0	
772,4.7276,-0.2642,-0.6876,0.0020,1,0,0	
773,4.8076,-0.2590,-0.7194,0.0020,1,0,0	
774,4.8876,-0.2539,-1.4671,0.0020,1,0,0	
775,4.9676,-0.2488,-2.2428,0.0019,1,0,0	
776,5.0000,-0.2438,-3.0276,0.0019,1,0,0	
777,5.0000,-0.2388,-3.8085,0.0019,1,0,0	
778,5.0000,-0.2339,-4.5854,0.0019,1,0,0	
779,5.0000,-0.2290,-5.3585,0.0018,1,0,0	
780,5.0000,-0.2243,-6.1277,0.0018,1,0,0	
781,5.0000,-0.2196,-6.8931,0.0018,1,0,0	
782,5.0000,-0.2149,-7.6546,0.0018,1,0,0	
783,5.0000,-0.2104,-8.4123,0.0018,1,0,0	
784,5.0000,-0.2059,-9.1663,0.0017,1,0,0	
785,5.0000,-0.2014,-9.9164,0.0017,1,0,0	
786,5.0000,-0.1971,-10.6628,0.0017,1,0,0	
787,5.0000,-0.1928,-11.4055,0.0017,1,0,0	
788,5.0000,-0.1885,-12.1445,0.0016,1,0,0	
789,5.0000,-0.1844,-12.8798,0.0016,1,0,0	
790,5.0000,-0.1803,-13.6114,0.0016,1,0,0	
791,5.0000,-0.1762,-14.3393,0.0016,1,0,0	
792,5.0000,-0.1722,-15.0636,0.0016,1,0,0	
793,5.0000,-0.1683,-15.7843,0.0015,1,0,0	
794,5.0000,-0.1644,-16.5014,0.0015,1,0,0	
795,5.0000,-0.1606,-17.2148,0.0015,1,0,0	
796,5.0000,-0.1568,-17.9248,0.0015,1,0,0	
797,5.0000,-0.1531,-18.6311,0.0015,1,0,0	
798,5.0000,-0.1495,-19.3340,0.0014,1,0,0	
799,5.0000,-0.1459,-20.0333,0.0014,1,0,0	
800,5.0000,-0.1424,-20.7291,0.0014,1,0,0	
801,5.0000,-0.1389,-21.4215,0.0014,1,0,0	
802,5.0000,-0.1355,-22.1104,0.0014,1,0,0	
803,5.0000,-0.1321,-22.7958,0.0014,1,0,0	
804,5.0000,-0.1287,-23.4779,0.0013,1,0,0	
805,5.0000,-0.1255,-24.1565,0.0013,1,0,0	
806,5.0000,-0.1222,-24.8317,0.0013,1,0,0	
807,5.0000,-0.1191,-25.5035,0.0013,1,0,0	
808,5.0000,-0.1159,-26.1720,0.0013,1,0,0	
809,5.0000,-0.1129,-26.8371,0.0013,1,0,0	
810,5.0000,-0.1098,-27.4990,0.0012,1,0,0	
811,5.0000,-0.1068,-28.1575,0.0012,1,0,0	
812,5.0000,-0.1039,-28.8127,0.0012,1,0,0	
813,5.0000,-0.1010,-29.4646,0.0012,1,0,0	
814,5.0000,-0.0981,-30.1133,0.0012,1,0,0	
815,5.0000,-0.0953,-30.7587,0.0012,1,0,0	
816,5.0000,-0.0926,-31.4009,0.0012,1,0,0	
817,5.0000,-0.0898,-32.0399,0.0011,1,0,0	
818,5.0000,-0.0872,-32.6757,0.0011,1,0,0	
819,5.0000,-0.0845,-33.3083,0.0011,1,0,0	
820,5.0000,-0.0819,-33.9378,0.0011,1,0,0	
821,5.0000,-0.0794,-34.5641,0.0011,1,0,0	
822,5.0000,-0.0768,-35.1873,0.0011,1,0,0	
823,5.0000,-0.0744,-35.8073,0.0011,1,0,0	
824,5.0000,-0.0719,-36.4243,0.0010,1,0,0	
825,5.0000,-0.0695,-37.0382,0.0010,1,0,0	
826,5.0000,-0.0672,-37.6490,0.0010,1,0,0	
827,5.0000,-0.0648,-38.2567,0.0010,1,0,0	
828,5.0000,-0.0626,-38.8614,0.0010,1,0,0	
829,5.0000,-0.0603,-39.4631,0.0010,1,0,0	
830,5.0000,-0.0581,-40.0618,0.0010,1,0,0	
831,5.0000,-0.0559,-40.6575,0.0009,1,0,0	
832,5.0000,-0.0538,-41.2502,0.0009,1,0,0	
833,5.0000,-0.0517,-41.8400,0.0009,1,0,0	
834,5.0000,-0.0496,-42.4268,0.0009,1,0,0	
835,5.0000,-0.0475,-43.0106,0.0009,1,0,0	
836,5.0000,-0.0455,-43.5916,0.0009,1,0,0	
837,5.0000,-0.0435,-44.1696,0.0009,1,0,0	
838,5.0000,-0.0416,-44.7448,0.0009,1,0,0	
839,5.0000,-0.0397,-45.3171,0.0009,1,0,0	
840,5.0000,-0.0378,-45.8865,0.0008,1,0,0	
841,5.0000,-0.0359,-46.4530,0.0008,1,0,0	
842,5.0000,-0.0341,-47.0168,0.0008,1,0,0	
843,5.0000,-0.0323,-47.5777,0.0008,1,0,0	
844,5.0000,-0.0306,-48.1358,0.0008,1,0,0	
845,5.0000,-0.0288,-48.6911,0.0008,1,0,0	
846,4.9500,-0.0271,-49.2238,0.0008,0,0,0	
847,4.9005,-0.0255,-49.7340,0.0008,0,0,0	
848,4.8515,-0.0239,-50.2223,0.0008,0,0,0	
849,4.8030,-0.0223,-50.6887,0.0008,0,0,0	
850,4.7550,-0.0208,-51.1338,0.0007,0,0,0	
851,4.7074,-0.0193,-51.5576,0.0007,0,0,0	
852,4.6603,-0.0179,-51.9607,0.0007,0,0,0	
853,4.6137,-0.0165,-52.3431,0.0007,0,0,0	
854,4.5676,-0.0151,-52.7053,0.0007,0,0,0	
855,4.5219,-0.0138,-53.0475,0.0007,0,0,0	
856,4.4767,-0.0125,-53.3700,0.0007,0,0,0	
857,4.4319,-0.0112,-53.6730,0.0007,0,0,0	
858,4.3876,-0.0100,-53.9569,0.0007,0,0,0	
859,4.3437,-0.0088,-54.2220,0.0007,0,0,0	
860,4.3003,-0.0076,-54.4684,0.0007,0,0,0	
861,4.3803,-0.0064,-0.5494,0.0006,1,0,0	
862,4.4603,-0.0053,-0.5812,0.0006,1,0,0	
863,4.5403,-0.0041,-0.6130,0.0006,1,0,0	
864,4.6203,-0.0029,-1.2548,0.0006,1,0,0	
865,4.7003,-0.0018,-1.9253,0.0006,1,0,0	
866,4.7803,-0.0006,-2.6242,0.0006,1,0,0	
867,4.8603,0.0005,-3.3515,0.0006,1,0,0	
868,4.9403,0.0017,-4.1070,0.0006,1,0,0	
869,5.0000,0.0029,-4.8824,0.0006,1,0,0	
870,5.0000,0.0040,-5.6540,0.0006,1,0,0	
871,5.0000,0.0051,-6.4218,0.0006,1,0,0	
872,5.0000,0.0062,-7.1856,0.0006,1,0,0	
873,5.0000,0.0073,-7.9457,0.0006,1,0,0	
874,5.0000,0.0083,-8.7020,0.0005,1,0,0	
875,5.0000,0.0094,-9.4545,0.0005,1,0,0	
876,4.9500,0.0104,-10.1833,0.0005,0,0,0	
877,4.9005,0.0114,-10.8888,0.0005,0,0,0	
878,4.8515,0.0123,-11.5712,0.0005,0,0,0	
879,4.8030,0.0132,-12.2310,0.0005,0,0,0	
880,4.7550,0.0141,-12.8683,0.0005,0,0,0	
881,4.7074,0.0150,-13.4835,0.0005,0,0,0	
882,4.6603,0.0158,-14.0769,0.0005,0,0,0	
883,4.7403,0.0167,-0.6926,0.0005,1,0,0	
884,4.8203,0.0175,-0.7245,0.0005,1,0,0	
885,4.9003,0.0184,-0.7563,0.0005,1,0,0	
886,4.9803,0.0192,-1.5407,0.0005,1,0,0	
887,5.0000,0.0200,-2.3290,0.0005,1,0,0	
888,5.0000,0.0209,-3.1134,0.0005,1,0,0	
889,5.0000,0.0216,-3.8938,0.0005,1,0,0	
890,5.0000,0.0224,-4.6703,0.0004,1,0,0	
891,5.0000,0.0232,-5.4430,0.0004,1,0,0	
892,5.0000,0.0239,-6.2118,0.0004,1,0,0	
893,5.0000,0.0247,-6.9767,0.0004,1,0,0	
894,5.0000,0.0254,-7.7378,0.0004,1,0,0	
895,5.0000,0.0261,-8.4951,0.0004,1,0,0	
896,5.0000,0.0268,-9.2487,0.0004,1,0,0	
897,5.0000,0.0275,-9.9984,0.0004,1,0,0	
898,5.0000,0.0282,-10.7444,0.0004,1,0,0	
899,5.0000,0.0288,-11.4867,0.0004,1,0,0	
900,5.0000,0.0294,-12.2253,0.0004,1,0,0	
901,5.0000,0.0301,-12.9601,0.0004,1,0,0	
902,5.0000,0.0307,-13.6913,0.0004,1,0,0	
903,5.0000,0.0313,-14.4189,0.0004,1,0,0	
904,5.0000,0.0319,-15.1428,0.0004,1,0,0	
905,5.0000,0.0325,-15.8631,0.0004,1,0,0	
906,5.0000,0.0330,-16.5798,0.0004,1,0,0	
907,5.0000,0.0336,-17.2929,0.0004,1,0,0	
908,5.0000,0.0341,-18.0024,0.0004,1,0,0	
